source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,186,"In a no-load test, the generator is:",,Fully loaded,Short-circuited,Run without load,Connected to battery,C,Run without load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,187,he saturation region in OCC curve indicates:,,Linear relation,No flux,Magnetic saturation,Zero voltage,C,Magnetic saturation
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,188,"In a no-load test, the field current is controlled by:",,Ammeter,Voltmeter,Field rheostat,Load resistance,C,Field rheostat
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,189,External characteristic of a generator is the relation between:,,EMF and field current,Terminal voltage and load current,Speed and torque,Power and current,B,Terminal voltage and load current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,190,"At no-load, the current in a DC series generator is:",,High,Zero or very small,Infinite,Equal to full load current,B,Zero or very small
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,191,The generated voltage in a shunt generator depends on:,,Load resistance,Field current,Armature current,Brush material,B,Field current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,192,"For obtaining OCC, speed of generator should be:",,Variable,Zero,Constant,Very low,C,Constant
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,193,The purpose of no-load test is to:,,Measure efficiency,Determine characteristics of generator,Increase load,Reduce losses,B,Determine characteristics of generator
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,194,A compound generator has:,,Only shunt field,Only series field,Both shunt and series fields,No field winding,C,Both shunt and series fields
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,195,"In cumulative compound generator, the series field:",,Opposes shunt field,Aids shunt field,Has no effect,Is disconnected,B,Aids shunt field
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,196,Flat compounding means:,,Voltage decreases,Voltage increases,Voltage remains constant with load,Voltage fluctuates,C,Voltage remains constant with load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,197,Under-compounding means:,,Voltage increases with load,Voltage decreases slightly with load,Voltage is constant,Voltage is zero,B,Voltage decreases slightly with load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,198,"In load test, the load is varied using:",,Rheostat,Ammeter,Voltmeter,Megger,A,Rheostat
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,199,"In differential compound generator, terminal voltage with load:",,Increases,Remains constant,Decreases rapidly,Becomes infinite,C,Decreases rapidly
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,200,The main purpose of compound winding is to:,,Reduce speed,Improve voltage regulation,Increase resistance,Reduce current,B,Improve voltage regulation
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,201,"Before dismantling a DC shunt generator, you should:",,Start the machine,Disconnect the power supply,Increase load,Remove field winding,B,Disconnect the power supply
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,202,The field winding in a DC shunt generator is connected:,,In series with armature,In parallel with armature,To ground,To load only,B,In parallel with armature
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,203,Which tool is commonly used for dismantling bolts?,,Hammer,Spanner,File,Drill,B,Spanner
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,204,The brushes in a DC generator are made of:,,Copper,Carbon/Graphite,Aluminium,Steel,B,Carbon/Graphite
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,205,"Before removing brushes, it is important to:",,Increase voltage,Mark their position,Heat the machine,Apply load,B,Mark their position
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,206,The commutator is connected to:,,Field winding,Armature winding,Load,Frame,B,Armature winding
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,207,The armature is mounted on:,,Frame,Shaft,Brush holder,Bearing,B,Shaft
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,208,The shaft is supported by:,,Field coils,Bearings,Brushes,Commutator,B,Bearings
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,209,The first step before dismantling a DC compound generator is:,,Start the machine,Disconnect power supply,Remove armature,Apply load,B,Disconnect power supply
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,210,Which tool is commonly used for loosening bolts?,,Hammer,Spanner,File,Tester,B,Spanner
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,211,The yoke of a DC generator is made of:,,Copper,Cast iron or steel,Aluminium,Plastic,B,Cast iron or steel
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,212,The commutator segments are insulated by:,,Paper,Mica,Rubber,Plastic,B,Mica
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,213,The main function of the commutator is to:,,Increase voltage,Convert AC to DC,Increase speed,Reduce current,B,Convert AC to DC
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,214,"If brushes are not properly placed, it may cause:",,Smooth operation,Sparking at commutator,High efficiency,No rotation,B,Sparking at commutator
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,215,Tightening sequence of bolts should be:,,Random,One side only,Cross/diagonal pattern,Not required,C,Cross/diagonal pattern
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,216,Performance analysis of a DC motor mainly includes:,,Color and size,"Speed, torque, efficiency",Weight only,Temperature only,B,"Speed, torque, efficiency"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,217,The efficiency of a DC motor is defined as:,,Output / Input,Input / Output,Power × Speed,Voltage × Current,A,Output / Input
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,218,"In a DC series motor, torque is proportional to:",,Current² (approximately),Voltage,Speed,Resistance,A,Current² (approximately)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,219,Mechanical losses in DC motor include:,,Copper loss,Iron loss,Friction and windage loss,Load loss,C,Friction and windage loss
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,220,Copper loss occurs due to:,,Speed,Resistance of windings,Voltage,Temperature,B,Resistance of windings
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,221,Iron losses are also called:,,Mechanical losses,Core losses,Load losses,Copper losses,B,Core losses
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,222,Input power to DC motor is calculated as:,,V × I,I²R,V / I,Speed × torque,A,V × I
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,223,The speed regulation of a DC motor is:,,Change in voltage,Change in speed from no-load to full-load,Change in current,Change in resistance,B,Change in speed from no-load to full-load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,224,The 3-point starter has terminals:,,"L, A, F","L, N, E","A, B, C","R, Y, B",A,"L, A, F"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,225,"In a 3-point starter, ‘L’ stands for:",,Load,Line (supply),Loss,Live earth,B,Line (supply)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,226,The no-volt release (NVR) coil protects against:,,Overload,Power failure,Short circuit,High speed,B,Power failure
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,227,The overload release (OLR) protects against:,,Low voltage,High current,High speed,Power failure,B,High current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,228,"In a 4-point starter, the holding coil is connected:",,In series with armature,In series with field,Directly across supply,To ground,C,Directly across supply
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,229,The main advantage of a 4-point starter over a 3-point starter is:,,Lower cost,Better speed control,NVR independent of field circuit,Higher voltage,C,NVR independent of field circuit
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,230,"While dismantling a starter, the first step is:",,Remove handle,Disconnect power supply,Remove coil,Check resistance,B,Disconnect power supply
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,231,Carbon brushes are used to:,,Increase voltage,Provide electrical contact with rotating parts,Reduce speed,Increase resistance,B,Provide electrical contact with rotating parts
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,232,Brushes are usually made of:,,Copper,Aluminium,Carbon/Graphite,Steel,C,Carbon/Graphite
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,233,The commutator is used to:,,Increase speed,Convert AC to DC,Reduce current,Increase resistance,B,Convert AC to DC
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,234,Slip rings are used in:,,DC machines only,AC machines,Transformers,Batteries,B,AC machines
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,235,The main function of brush holder is to:,,Increase voltage,Hold brush in position,Reduce speed,Increase current,B,Hold brush in position
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,236,Proper brush pressure should be:,,Very high,Very low,Uniform and moderate,Zero,C,Uniform and moderate
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,237,Excessive brush pressure causes:,,Smooth operation,Increased wear and heating,High efficiency,No effect,B,Increased wear and heating
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,238,Low brush pressure may result in:,,Good contact,Sparking,High efficiency,Low temperature,B,Sparking
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,239,The commutator surface should be:,,Rough,Smooth and clean,Painted,Oily,B,Smooth and clean
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,240,Speed of a DC motor is given by relation:,,Speed ∝ Voltage,Speed ∝ 1/Flux,Speed ∝ Voltage / Flux,Speed ∝ Current,C,Speed ∝ Voltage / Flux
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,241,"In field control method, speed is controlled by varying:",,Armature current,Field current,Load,Voltage,B,Field current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,242,Decreasing field current in a DC motor will:,,Decrease speed,Increase speed,No change,Stop motor,B,Increase speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,243,Field control method is mainly used for:,,Speed below normal,Speed above normal,Constant speed,Zero speed,B,Speed above normal
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,244,"In armature control method, speed is controlled by varying:",,Field current,Armature voltage/resistance,Flux,Load,B,Armature voltage/resistance
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,245,Adding resistance in armature circuit will:,,Increase speed,Decrease speed,No change,Increase voltage,B,Decrease speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,246,Armature control method is mainly used for:,,Speed above normal,Speed below normal,Constant speed,High efficiency,B,Speed below normal
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,247,Which method is more efficient for speed control?,,Armature resistance control,Field control,Both equal,None,B,Field control
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,248,Field control method is commonly used in:,,DC shunt motor,DC series motor,Induction motor,Transformer,A,DC shunt motor
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,249,Armature resistance control causes:,,High efficiency,Power loss in resistance,No losses,Increased torque,B,Power loss in resistance
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,250,Insulation resistance is checked using:,,Ammeter,Voltmeter,Megger,Wattmeter,C,Megger
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,251,Low insulation resistance indicates:,,Good condition,Moisture or insulation failure,High efficiency,Low temperature,B,Moisture or insulation failure
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,252,Lubrication is applied to:,,Windings,Bearings,Brushes,Commutator,B,Bearings
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,253,Loose connections may cause:,,Smooth operation,Sparking and heating,High efficiency,Low speed,B,Sparking and heating
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,254,"After overhauling, the machine should be:",,Immediately loaded,Tested without load,Short circuited,Heated,B,Tested without load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,255,Armature winding is checked for:,,Color,Open or short circuit,Weight,Speed,B,Open or short circuit
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,256,Field winding is checked for:,,Mechanical strength only,Continuity and insulation,Speed,Voltage only,B,Continuity and insulation
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,257,"During overhauling, parts should be:",,Mixed,Properly labeled,Thrown away,Painted,B,Properly labeled
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,258,Excessive sparking at commutator indicates:,,Proper operation,Fault in brushes or commutator,High efficiency,Low voltage,B,Fault in brushes or commutator
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,259,Tightening of bolts should be:,,Loose,Uneven,Proper and uniform,Ignored,C,Proper and uniform
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,260,The purpose of winding in a DC machine is to:,,Increase speed,Produce magnetic field and EMF,Reduce voltage,Increase resistance,B,Produce magnetic field and EMF
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,261,The armature winding is placed in:,,Yoke,Slots of armature core,Bearings,Brushes,B,Slots of armature core
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,262,The connection diagram helps to:,,Increase speed,Understand winding connections,Reduce current,Improve insulation,B,Understand winding connections
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,263,The two main types of DC armature winding are:,,Series and shunt,Lap and wave,AC and DC,Star and delta,B,Lap and wave
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,264,"In lap winding, the number of parallel paths is equal to:",,1,2,Number of poles,Infinite,C,Number of poles
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,265,"In wave winding, the number of parallel paths is:",,Equal to poles,Always 2,Infinite,Zero,B,Always 2
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,266,The purpose of insulation in winding is to:,,Conduct current,Prevent leakage and short circuit,Increase speed,Reduce voltage,B,Prevent leakage and short circuit
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,267,A growler is used to detect:,,Open circuit,Short circuit in armature winding,Voltage,Speed,B,Short circuit in armature winding
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,268,"In growler test, a vibrating steel strip indicates:",,No fault,Short circuit,Open circuit,High voltage,B,Short circuit
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,269,The growler works on the principle of:,,Ohm’s law,Electromagnetic induction,Resistance,Capacitance,B,Electromagnetic induction
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,270,"While winding, conductors should be:",,Loose,Properly insulated and tight,Uninsulated,Heated,B,Properly insulated and tight
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,271,The main parts of a 3-phase AC motor are:,,Rotor and transformer,Stator and rotor,Armature and commutator,Brushes and slip rings,B,Stator and rotor
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,272,The stator of an AC motor is:,,Rotating part,Stationary part,Moving coil,Load,B,Stationary part
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,273,The rotor of an AC motor is:,,Stationary,Fixed,Rotating part,Insulated part,C,Rotating part
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,274,"In a squirrel cage induction motor, the rotor consists of:",,Slip rings,Commutator,Bars short-circuited by end rings,Field coils,C,Bars short-circuited by end rings
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,275,The stator winding in a 3-phase motor is connected in:,,Star or Delta,Series only,Parallel only,Open circuit,A,Star or Delta
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,276,The terminals of a 3-phase motor are usually marked as:,,"A1, A2","L1, L2, L3","U1, V1, W1 and U2, V2, W2","F1, F2",C,"U1, V1, W1 and U2, V2, W2"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,277,"In a star connection, the ends of windings are:",,Left open,Connected together,Connected to supply,Short circuited randomly,B,Connected together
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,278,"In a delta connection, the windings are connected:",,In parallel,In series forming a closed loop,Open circuit,To ground,B,In series forming a closed loop
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,279,The function of stator winding is to:,,Rotate,Produce rotating magnetic field,Increase speed,Reduce current,B,Produce rotating magnetic field
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,280,An automatic star-delta starter is used to:,,Increase voltage,Reduce starting current,Increase speed,Reduce frequency,B,Reduce starting current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,281,Star-delta starter is used for:,,Single-phase motors,DC motors,Three-phase induction motors,Transformers,C,Three-phase induction motors
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,282,The number of contactors used in star-delta starter is:,,1,2,3,4,C,3
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,283,The three contactors in star-delta starter are:,,"Main, Star, Delta","Line, Load, Neutral","Start, Stop, Run","High, Low, Medium",A,"Main, Star, Delta"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,284,"During starting, the motor is connected in:",,Delta,Star,Parallel,Series,B,Star
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,285,"After starting, the motor is connected in:",,Star,Delta,Series,Parallel,B,Delta
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,286,"In star connection, phase voltage is:",,Equal to line voltage,Less than line voltage,Greater than line voltage,Zero,B,Less than line voltage
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,287,The timer in star-delta starter is used to:,,Increase voltage,Change connection from star to delta after delay,Reduce current,Increase speed,B,Change connection from star to delta after delay
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,288,Interlocking between star and delta contactors is necessary to:,,Increase speed,Prevent both from closing together,Increase voltage,Reduce load,B,Prevent both from closing together
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,289,The purpose of a starter in induction motors is to:,,Increase voltage,Limit starting current,Increase speed,Reduce frequency,B,Limit starting current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,290,DOL starter stands for:,,Direct On Line,Double On Load,Direct Off Line,Dual Output Line,A,Direct On Line
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,291,Star-delta starter reduces starting current to:,,Full current,Half current,One-third current,Zero,C,One-third current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,292,"In star-delta starter, motor starts in:",,Delta,Star,Parallel,Series,B,Star
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,293,"After starting, the motor runs in:",,Star,Delta,Series,Parallel,B,Delta
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,294,The torque in induction motor is proportional to:,,Voltage,Voltage²,Current,Speed,B,Voltage²
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,295,Reducing voltage in auto-transformer starter will:,,Increase torque,Reduce torque,No effect,Stop motor,B,Reduce torque
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,296,Overload relay in starter is used to:,,Increase speed,Protect motor from overload,Increase voltage,Reduce current,B,Protect motor from overload
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,297,DOL starter consists of:,,"Contactor, overload relay, push buttons",Transformer only,Capacitor only,Resistance only,A,"Contactor, overload relay, push buttons"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,298,Star-delta starter requires motor with:,,3 terminals,6 terminals,2 terminals,4 terminals,B,6 terminals
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,299,A slip ring motor is also called:,,Squirrel cage motor,Wound rotor motor,DC motor,Universal motor,B,Wound rotor motor
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,300,The main advantage of slip ring motor is:,,Low cost,High starting torque,Low efficiency,No maintenance,B,High starting torque
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,301,Rotor resistance starter is used to:,,Increase speed,Reduce starting current and increase torque,Increase voltage,Reduce frequency,B,Reduce starting current and increase torque
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,302,External resistance is connected to:,,Stator winding,Rotor winding,Supply line,Earth,B,Rotor winding
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,303,Slip rings are used to:,,Supply current to rotor,Increase speed,Reduce voltage,Convert AC to DC,A,Supply current to rotor
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,304,Brushes in slip ring motor are used to:,,Increase voltage,Connect rotor to external circuit,Reduce speed,Increase torque,B,Connect rotor to external circuit
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,305,"During starting, rotor resistance is:",,Zero,Maximum,Minimum,Infinite,B,Maximum
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,306,"As the motor picks up speed, rotor resistance is:",,Increased,Decreased gradually,Kept constant,Disconnected immediately,B,Decreased gradually
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,307,Reversing direction of a slip ring motor is done by:,,Changing load,Reversing any two supply phases,Changing resistance,Increasing voltage,B,Reversing any two supply phases
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,308,The purpose of a brake test on an induction motor is to:,,Increase voltage,Determine output power and efficiency,Reduce speed,Measure current only,B,Determine output power and efficiency
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,309,"In a brake test, the mechanical load is applied using:",,Resistor,Friction brake,Transformer,Capacitor,B,Friction brake
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,310,The efficiency of a motor is defined as:,,Input power / Output power × 100,Output power / Input power × 100,Voltage / Current × 100,Torque × Speed,B,Output power / Input power × 100
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,311,Squirrel cage induction motor rotor is:,,Wound rotor,Short-circuited bars,Slip ring type,DC type,B,Short-circuited bars
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,312,The input electrical power is measured using:,,Ammeter only,Voltmeter only,Wattmeter,Tachometer,C,Wattmeter
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,313,The mechanical output is calculated by measuring:,,Torque and speed,Voltage and current,Resistance only,Power factor,A,Torque and speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,314,Torque in brake test is measured using:,,Dynamometer or spring balance,Voltmeter,Ammeter,Megger,A,Dynamometer or spring balance
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,315,The speed of the motor is measured using:,,Ammeter,Tachometer,Voltmeter,Wattmeter,B,Tachometer
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,316,Input power minus losses gives:,,Electrical power,Output mechanical power,Reactive power,Apparent power,B,Output mechanical power
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,317,Main losses in squirrel cage induction motor are:,,"Stator copper, rotor copper, iron, friction & windage",Only rotor loss,Only stator loss,Only friction loss,A,"Stator copper, rotor copper, iron, friction & windage"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,318,The slip of a squirrel cage motor at full load is:,,Zero,Small (usually 2–5%),Large (50%),Infinite,B,Small (usually 2–5%)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,319,Brake test is performed on:,,DC motor only,Squirrel cage induction motor,Single-phase transformer,Capacitor,B,Squirrel cage induction motor
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,320,The purpose of no-load and blocked rotor tests is to:,,Reduce speed,Determine efficiency and losses without full-load test,Increase voltage,Change frequency,B,Determine efficiency and losses without full-load test
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,321,No-load test is conducted at:,,Full load torque,Rated voltage and frequency with no mechanical load,Zero voltage,Maximum load,B,Rated voltage and frequency with no mechanical load
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,322,Blocked rotor test is also called:,,Open circuit test,Short-circuit test,Load test,Brake test,B,Short-circuit test
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,323,"In no-load test, the motor runs at:",,Synchronous speed,Low speed,High slip,Zero speed,A,Synchronous speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,324,No-load test mainly measures:,,Rotor copper loss,Stator copper loss,Core (iron) loss and friction & windage losses,Starting torque,C,Core (iron) loss and friction & windage losses
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,325,Blocked rotor test is performed at:,,Full speed,Rotor locked and rated current applied at reduced voltage,No voltage,Maximum slip,B,Rotor locked and rated current applied at reduced voltage
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,326,Blocked rotor test mainly measures:,,Core loss,Stator & rotor copper losses at full-load current,Friction loss,Mechanical efficiency,B,Stator & rotor copper losses at full-load current
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,327,No-load current of induction motor is:,,Large,Small (5–10% of full-load current),Equal to full-load current,Zero,B,Small (5–10% of full-load current)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,328,Slip in an induction motor is defined as:,,"Difference between synchronous speed and rotor speed, divided by synchronous speed",Difference between supply voltage and rotor voltage,Rotor current divided by stator current,Ratio of torque to speed,A,"Difference between synchronous speed and rotor speed, divided by synchronous speed"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,329,Slip (s) is expressed in:,,Volts,Percentage,Amperes,Ohms,B,Percentage
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,330,Synchronous speed of a three-phase induction motor is given by:,,,,,,A,
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,331,Rotor speed of an induction motor is:,,Equal to synchronous speed,Always slightly less than synchronous speed,Always higher than synchronous speed,Zero,B,Always slightly less than synchronous speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,332,Slip is zero at:,,Starting,Full load,No load (rotor speed ≈ synchronous speed),Maximum torque,C,No load (rotor speed ≈ synchronous speed)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,333,Torque is calculated using:,,Power / Rotor speed,Voltage × Current,Resistance × Current²,Speed / Slip,A,Power / Rotor speed
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,334,Maximum torque occurs at:,,Zero slip,Slip slightly greater than full-load slip,Starting (s = 1),Synchronous speed,B,Slip slightly greater than full-load slip
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,335,Full-load slip of a squirrel cage induction motor is usually:,,0.5,0.02 – 0.05 (2–5%),0.1 – 0.2,1,B,0.02 – 0.05 (2–5%)
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,336,Measuring slip is necessary to:,,Determine starting current,Draw speed-torque curve,Measure efficiency,Measure voltage,B,Draw speed-torque curve
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,337,The speed-torque curve helps in:,,Determining starting torque,Determining maximum torque,Analyzing motor behavior under load,All of the above,D,All of the above
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,338,Continuity test of an induction motor is done to:,,Measure speed,Ensure all windings are properly connected,Measure torque,Reduce voltage,B,Ensure all windings are properly connected
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,339,Insulation resistance test is done to:,,Check if the winding insulation is good,Measure current,Measure voltage only,Check bearing condition,A,Check if the winding insulation is good
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,340,"In a three-phase motor, continuity test is performed:",,"Between phases (U-V, V-W, W-U)",Between phase and ground,Between phase and neutral only,Only on rotor,A,"Between phases (U-V, V-W, W-U)"
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,341,Insulation resistance should be measured:,,Between windings and earth,Between rotor and stator,Between phases,All of the above,D,All of the above
practical,,,,TOPIC: SAFETY SYMBOLS AND HAZARDS,342,Typical insulation resistance value for a healthy motor is:,,Less than 1 MΩ,Greater than 1 MΩ (usually 1–100 MΩ),Zero,Less than 0.1 MΩ,B,Greater than 1 MΩ (usually 1–100 MΩ)
