source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
theory,I,Instrument Mechanic,2026-04,6) Metal Cutting Fundamentals,274,What happens if the cutting speed is too high while drilling or filing?,,The tool will overheat and lose its hardness.,The finish will be much smoother.,The tool will become sharper automatically.,The workpiece will become stronger.,A,
theory,I,Instrument Mechanic,2026-04,6) Metal Cutting Fundamentals,275,Which term describes the distance a drill advances into the work in one complete revolution?,,Cutting Speed,RPM (Revolutions Per Minute),Feed,Depth of Cut,C,
theory,I,Instrument Mechanic,2026-04,7) Filing,276,Which grade of file is used for removing a large quantity of metal quickly?,,Smooth file,Dead-smooth file,Bastard file,Second-cut file,C,
theory,I,Instrument Mechanic,2026-04,7) Filing,277,3. Which filing method is used to remove the deep scratches left by cross-filing and to give a fine finish?,,Straight filing,Draw filing,Angular filing,Vertical filing,B,
theory,I,Instrument Mechanic,2026-04,7) Filing,278,What is the name of the defect when metal chips clog the teeth of a file?,,Clogging,Glazing,Pinning,Loading,C,
theory,I,Instrument Mechanic,2026-04,7) Filing,279,"A ""Single-cut"" file is most suitable for:",,Rapidly cutting hard steel.,Filing soft metals and providing a smooth finish.,Shaping heavy cast iron.,Roughing out a new workpiece.,B,
theory,I,Instrument Mechanic,2026-04,7) Filing,280,5. How is the length of a file measured?,,From the tip to the end of the tang.,From the tip to the heel.,By the width of the face.,By the total weight of the tool.,B,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",281,"What is the ""Least Count"" of a standard Metric Vernier Caliper?",,0.1 mm,0.02 mm,0.01 mm,0.5 mm,B,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",282,Which marking tool is used to draw circles or arcs on a metal surface?,,Scriber,Prick Punch,Divider,Jenny Caliper,C,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",283,"What is the angle of a ""Center Punch"" used for providing a starting point for a drill bit?",,30 Degrees,60 Degrees,90 Degrees,120 Degrees,C,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",284,Which measuring instrument is most suitable for measuring the diameter of a very thin wire?,,Steel Rule,Vernier Caliper,Outside Micrometer,Try-square,C,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",285,"A ""Stud"" is a type of fastener that:",,Has threads on both ends and no head.,Has a head on one end and threads on the other.,Is used only for permanent joints.,Is driven into the work using a hammer.,A,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",286,Which part of a Micrometer ensures uniform pressure while taking a measurement?,,Thimble,Spindle,Ratchet Stop,Barrel/Sleeve,C,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",287,"What is the purpose of a ""Washer"" in a bolted joint?",,To make the bolt look better.,To distribute the clamping pressure over a larger area.,To increase the speed of tightening.,To act as a permanent seal.,B,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",288,Which tool is used to remove a broken stud from a hole?,,Tap and Die set,Center Punch,Ezy-out (Stud Extractor),Allen Key,C,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",289,The distance a nut moves axially in one full revolution is known as the:,,Pitch,Lead,Diameter,Crest,B,
theory,I,Instrument Mechanic,2026-04,"8) Measurement & measuring instruments, marking tools, Fasteners & Fastening devices.",290,"Which type of fastener is classified as ""Temporary""?",,Welding,Rivet,Soldering,Nut and Bolt,D,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",291,What is the process of joining two slip gauges together by sliding and twisting called?,,Lapping,Honing,Wringing,Glazing,C,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",292,A Sine Bar is used to measure:,,Internal diameters,Surface roughness,Precise angles,Linear depth,C,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",293,"When using a Sine Bar, the ""Hypotenuse"" of the triangle is represented by:",,The distance between the centers of the two rollers.,The height of the slip gauge stack.,The width of the sine bar.,The length of the workpiece.,A,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",294,"What is the standard ""Least Count"" of a high-precision Metric Micrometer?",,0.1 mm,0.2 mm,0.01 mm,0.001 mm,C,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",295,"Which instrument is used to check the ""trueness"" or ""run-out"" of a rotating shaft?",,Vernier Caliper,Sine Bar,Dial Test Indicator,Outside Micrometer,C,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",296,"Slip gauges are classified into different ""Grades."" Which grade is used as a reference standard in calibration laboratories?",,Grade 00,Grade 0,Grade I,Grade II,A,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",297,"To protect slip gauges from corrosion during storage, they should be coated with:",,Water,Petroleum Jelly (Vaseline) or Acid-free oil,Paint,Chalk powder,B,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",298,"What is the purpose of the ""Bezel"" on a Dial Indicator?",,To lock the spindle.,To change the magnification.,To protect the internal gears.,"To rotate the dial scale to set the ""Zero"" position.",D,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",299,Which material is commonly used for high-quality gauge blocks due to its wear resistance and thermal stability?,,Aluminum,Brass,Tungsten Carbide or Hardened Steel,Cast Iron,C,
theory,I,Instrument Mechanic,2026-04,"9) Precision Measuring Instruments, gauge blocks, sine bar, dial indicators",300,A Sine Bar is always specified and designated by:,,Its total weight.,C) The distance between the centers of its two rollers.,The width of its top surface.,D) The maximum height of slip gauges it can support.,B,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",301,"What is the ""Least Count"" of a standard Metric Vernier Caliper where 50 divisions on the Vernier scale equal 49 divisions on the Main scale?",,0.1 mm,0.02 mm,0.05 mm,0.01 mm,B,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",302,2. Which part of the Vernier Caliper is used to measure the depth of a blind hole?,,Fixed Jaw,Sliding Jaw,Depth Bar (Depth Probe),Fine adjustment screw,C,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",303,"3. In an Outside Micrometer, one complete rotation of the thimble moves the spindle by 0.5 mm This distance is called the:",,Lead,Pitch,Least Count,Zero Error,B,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",304,"4. What is the reading of a Micrometer if the barrel shows 5mm , the sub-division shows 0.5 mm and the thimble coincides at the 12 th division?",,5.12 mm,5.50 mm,5.62 mm,5.012 mm,C,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",305,"5. The ""Universal Bevel Protractor"" is used to measure angles with an accuracy of:",,1 degree,5 degree,5 minutes,0.5,C,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",306,"6. Which tool is used to check the ""Tappet Clearance"" in an engine or the gap between two mating parts?",,Vernier Caliper,Radius Gauge,Thickness (Feeler) Gauge,Snap Gauge,C,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",307,"7. A ""Positive Zero Error"" in a Micrometer means the zero mark of the thimble is:",,Below the datum line when the anvils touch.,Above the datum line when the anvils touch.,Exactly on the datum line.,Hidden behind the barrel.,A,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",308,"8. To get the correct reading when a ""Positive Zero Error"" exists, you should:",,Add the error to the observed reading.,Subtract the error from the observed reading.,Multiply the reading by the error.,Ignore the error.,B,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",309,9. The acute angle attachment in a Universal Bevel Protractor is used to measure angles:,,Less than 90 degrees,Greater than 90 degrees,Exactly180 degrees,Only 45 degrees,A,
theory,I,Instrument Mechanic,2026-04,"10) Vernier calipers, micrometers, bevel protractor, thickness gauges.",310,"10. What is the purpose of the ""Locking Nut"" on a Vernier Caliper or Micrometer?",,To increase the measuring pressure.,To hold the reading in place so it can be read after removing the tool.,To reset the tool to zero.,To move the sliding jaw faster.,A,
theory,I,Instrument Mechanic,2026-04,"11) Element & types of screw threads used in instruments,",311,Which tool is used to identify the pitch of an unknown screw thread quickly?,,A) Vernier Caliper,B) Micrometer,C) Screw Pitch Gauge,D) Bevel Protractor,C,
theory,I,Instrument Mechanic,2026-04,"11) Element & types of screw threads used in instruments,",312,"The ""NPT"" thread used in instrument piping stands for:",,National Plastic Thread,National Pipe Thread,Normal Pressure Thread,D Nominal Pipe Taper,B,
theory,I,Instrument Mechanic,2026-04,"11) Element & types of screw threads used in instruments,",313,The distance between corresponding points on adjacent threads is called:,,Lead,Pitch,Depth,Flank,B,
theory,I,Instrument Mechanic,2026-04,"11) Element & types of screw threads used in instruments,",314,What is the included angle of a standard Metric (ISO) thread?,,47.5 DEGREE,55 DEGREE,60 DEGREE,29 DEGREE,C,
theory,I,Instrument Mechanic,2026-04,"11) Element & types of screw threads used in instruments,",315,Which thread type is most commonly used for very small screws in delicate scientific instruments?,,BSW,BA (British Association),Acme,NPT,B,
theory,I,Instrument Mechanic,2026-04,12 ) Calculation of drill size for tapping.,316,Calculate the Tap Drill Size for an M8 x 1.25 tap.,,8.0 mm,7.25 mm,6.75 mm,9.25 mm,C,
theory,I,Instrument Mechanic,2026-04,12 ) Calculation of drill size for tapping.,317,What is the likely result of using a drill bit that is smaller than the calculated Tap Drill Size?,,The threads will be too loose.,The tap is likely to break due to excessive friction.,The hole will become perfectly smooth.,The bolt will not be able to enter the hole.,B,
theory,I,Instrument Mechanic,2026-04,12 ) Calculation of drill size for tapping.,318,"If an M12 bolt has a pitch of 1.75 mm, which drill bit should be used before tapping?",,10.25 mm,11.0 mm,12.0 mm,13.75 mm,A,
theory,I,Instrument Mechanic,2026-04,12 ) Calculation of drill size for tapping.,319,What is the primary risk of using a drill bit that is smaller than the calculated TDS?,,The threads will be too loose.,The bolt will not fit.,The tap may break due to excessive torque.,The hole will become tapered.,C,
theory,I,Instrument Mechanic,2026-04,12 ) Calculation of drill size for tapping.,320,"In general workshop practice, the calculated TDS provides a thread depth of approximately:",,0.5,75% to 80%,1,0.25,B,
theory,I,Instrument Mechanic,2026-04,13) Types of tubes used for instrumentation.,321,Which material is most commonly used for high-pressure impulse lines in oil and gas instrumentation?,,PVC,Copper,Stainless Steel 316,Aluminum,C,
theory,I,Instrument Mechanic,2026-04,13) Types of tubes used for instrumentation.,322,What is the primary purpose of a Bourdon tube in a pressure gauge?,,To cool the process fluid,To act as a sensing element that deforms under pressure,To increase the flow rate,To filter impurities,B,
theory,I,Instrument Mechanic,2026-04,13) Types of tubes used for instrumentation.,323,"In pneumatic instrumentation, copper tubing is frequently chosen because",,It is easy to bend and resistant to atmospheric corrosion,It can withstand temperatures above1000 degree centigrade,It is the strongest material available,It is transparent,A,
theory,I,Instrument Mechanic,2026-04,13) Types of tubes used for instrumentation.,324,"Which type of tubing is best suited for handling highly corrosive chemicals or ""ultra-pure"" water?",,Carbon Steel,Cast Iron,Brass,PTFE (Teflon),D,
theory,I,Instrument Mechanic,2026-04,13) Types of tubes used for instrumentation.,325,How is the size of instrumentation tubing typically specified? A)  B)  C) D),,By the Inside Diameter (ID),By the Outside Diameter (OD) and Wall Thickness,By the color of the tube,By the total length only,B,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",326,Which tool is used to remove the sharp internal edges (burrs) after cutting a tube?,,Flaring tool,Reamer,Swaging punch,Hacksaw,B,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",327,A flaring tool is used to create a joint that is:,,Temporary (Mechanical),Permanent (Brazed),Glued,Welded,A,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",328,What is the standard angle of a flare used in most instrumentation and refrigeration fittings?,,30°,45°,90°,180°,B,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",329,The process of expanding one end of a tube to fit another tube of the same size is called:,,Flaring,Bending,Swaging,Reaming,C,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",330,Which tool helps prevent a soft copper tube from kinking during a manual bend?,,Swaging block,Tube cutter,Hammer,Spring Bender,D,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",331,"When using a tube cutter, you should tighten the handle:",,All the way in one turn,Gradually after every one or two revolutions,Only at the beginning,As hard as possible to snap the tube,B,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",332,"If a flare is made too small, what is the likely result?",,The joint will leak,The nut will not fit,The tube will burst,The flare will be too strong,A,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",333,Which material is most commonly prepared using flaring and swaging tools in a workshop?,,Stainless steel,Cast iron,Soft copper,PVC pipe,C,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",334,"A ""Double Flare"" is typically used in applications involving:",,High-pressure hydraulic/brake lines,Low-pressure water drains,Electrical conduits,Plastic tubing,A,
theory,I,Instrument Mechanic,2026-04,"14) Tube cutter, flaring tools, swedging tools,",335,"Before flaring a tube, what must you remember to put on the tube first?",,Oil,The flare nut,The swaging punch,Electrical tape,B,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",336,Which tool is used to hold a pipe firmly while cutting threads?,,Bench Vice,Pipe Vice,C-Clamp,Hand Vice,B,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",337,The tool used for cutting external threads on a pipe is called .,,Tap,Reamer,Die Stock,Scraper,C,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",338,What is applied to the pipe during thread cutting to reduce friction and heat?,,Lard oil or Cutting oil,Water,Kerosene,Grease,A,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",339,A pipe reamer is used to,,Increase the pipe diameter,Remove internal burrs after cutting,Clean the outside of the pipe,Bend the pipe,B,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",340,Which type of wrench is specifically designed for gripping and turning cylindrical pipes?,,Spanner,Adjustable wrench,Pipe Wrench (Stillson wrench),Allen key,C,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",341,"To prevent a pipe from collapsing during a manual bend, we use a",,Hammer,Internal or external spring bender,Screwdriver,Pliers,B,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",342,"""V-blocks"" are used in pipe work primarily for",,Supporting and aligning round bars or pipes,Threading,Cutting,Polishing,A,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",343,What is the main advantage of a hydraulic pipe bender over a lever bender?,,It is lighter,It can bend thicker and larger diameter pipes with less effort,It is cheaper,It does not require oil,B,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",344,"Before installing a threaded pipe joint, why is Teflon tape used?",,To make the pipe look better,To prevent the joint from rusting,To provide a leak-proof seal,To make the pipe stronger,C,
theory,I,Instrument Mechanic,2026-04,"15) Equipment's & fixture required for pipe bending, straightening, thread cutting, method of installation.",345,10. Which tool is used to straighten a slightly bent small-diameter pipe?,,Pipe bender,Die stock,Pipe wrench,Straightening block and mallet,D,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",346,Which of the following best describes a conductor?,,"Materials with a large energy band gap, preventing electron flow. .","Materials that can sometimes conduct electricity, depending on conditions","Materials with a small or no energy band gap, allowing free electron movement.",Materials used primarily for thermal insulation.,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",347,"In terms of electrical conductivity, how do insulators behave?",,They have high electrical conductivity.,They have moderate electrical conductivity.,They have very low electrical conductivity.,They conduct electricity only at high temperatures.,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",348,What is a key characteristic of a semiconductor?,,Always conducts electricity very well..,Completely blocks the flow of electricity,Conductivity can be controlled or changed.,Used only in high-voltage applications,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",349,Which material is a common example of a conductor?,,Glass,Silicon,Copper,Rubber,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",350,Which of these is typically used as an insulator in electrical wiring?,,Aluminum,Gold,Plastic,Germanium,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",351,The process of adding impurities to a semiconductor to control its conductivity is called,,Annealing,Doping,Plating,Etching,B,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",352,Which statement is true about the energy band gap in materials?,,Conductors have a large band gap..  .,Insulators have a small band gap,Semiconductors have a moderate band gap.,All materials have the same band gap,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",353,What happens to the conductivity of an intrinsic semiconductor as its temperature increases?,,It decreases.  constant.,It increases.,It remains,"It first decreases, then increases.",B,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",354,Why is silicon commonly used as a semiconductor?,,It is a very good conductor of heat.,It has unique magnetic properties.,Its electrical properties can be precisely controlled by doping.,It is the cheapest element available.,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",355,"If you wanted to stop the flow of electricity in a circuit, which material would you use?",,Silver  (dry),Gold,Wood,Iron,C,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",356,The Standard Wire Gauge (SWG) system is primarily used to measure:,,Wire length,Wire diameter/thickness,Wire resistance,Wire weight,B,
theory,I,Instrument Mechanic,2026-04,"16) Electrical components conductor, semiconductor & insulators.Standard wire 
gauge (SWG)",357,"In the SWG system, a smaller gauge number corresponds to",,Thinner wire,Thicker wire,Longer wire,Higher resistance,B,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",358,What is static electricity?,,Electricity produced by moving charges,Electricity flowing through conductors,Electricity produced by stationary charges,Electricity generated by batteries,C,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",359,Which unit is used to measure electric current?,,Volt,Ampere,Ohm,Coulomb,B,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",360,Voltage is defined as:,,Energy per unit charge,Accumulation of charges,Rate of flow of charge,Opposition to current flow,A,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",361,Potential difference (P.D.) is measured in:,,Ohms,Volts,Amperes,Joules,B,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",362,What does E.M.F. stand for?,,Electromagnetic Force,electromotive Force,Energy Magnetic Flux,Electric Motion Field,B,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",363,Which unit is used to measure resistance?,,Ohm,Volt,Ampere,Watt,A,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",364,"What is the relationship between current, voltage, and resistance?",,I = V × R,V = R ÷ I,V = I × R,R = V × I,C,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",365,Which of the following is a source of E.M.F.?,,Switch,Resistor,Conductor,Battery,D,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",366,What happens to current if resistance increases while voltage is constant?,,Current becomes zero,Current decreases,Current remains constant,Current increases,B,
theory,I,Instrument Mechanic,2026-04,"17) Introduction of electricity- static electricity. Current, voltage, P.D, E.M.F, resistance",367,Which of the following best describes electric current?,,Flow of neutrons,Flow of photons,Flow of protons,Flow of electrons,D,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,368,"In a DC circuit, the current flows:",,Alternately back and forth,Only in one direction,Randomly,In pulses,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,369,"In an AC circuit, the current:",,Flows steadily in one direction,Changes direction periodically,Stops after a few seconds,Is constant,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,370,Which device commonly produces DC?,,Transformer,Battery,Alternator,Oscillator,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,371,Which device commonly produces AC?,,Battery,Solar cell,Alternator,Capacitor,C,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,372,The frequency of AC in most countries is:,,10 Hz,50 or 60 Hz,100 Hz,1 Hz,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,373,Which of the following is true about DC voltage?,,It varies with time,It oscillates,It reverses polarity,It remains constant,D,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,374,Which of the following is true about AC voltage?,,It remains constant,It reverses polarity periodically,It flows only in one direction,It is always positive,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,375,Which current is more suitable for long-distance transmission?,,DC,AC,Both equally,Neither,B,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,376,Which of the following circuits uses DC?,,Car battery system,Household power supply,Power grid,Electric fan at home,A,
theory,I,Instrument Mechanic,2026-04,18) Electrical circuit - D.C & A.C circuit differences.,377,Which of the following circuits uses AC?,,Mobile phone battery,Laptop battery,Household electrical wiring,Solar panel output,C,
theory,I,Instrument Mechanic,2026-04,19) Importance of grounding.,378,What is the primary purpose of grounding in an electrical circuit?,,To increase voltage,To provide a safe path for fault current,To reduce resistance,To store energy,B,
theory,I,Instrument Mechanic,2026-04,19) Importance of grounding.,379,Grounding helps protect people from:,,Overheating of wires,Electric shock,Power outages,Low voltage supply,B,
theory,I,Instrument Mechanic,2026-04,19) Importance of grounding.,380,Which of the following is a benefit of grounding?,,Prevents short circuits completely,Increases current flow,Eliminates the need for insulation,Stabilizes voltage levels,D,
theory,I,Instrument Mechanic,2026-04,19) Importance of grounding.,381,"In case of insulation failure, grounding ensures:",,Current flows through the human body,Current flows safely to the earth,Voltage increases,Circuit continues without interruption,B,
theory,I,Instrument Mechanic,2026-04,19) Importance of grounding.,382,Grounding is essential in electrical systems because:,,It makes appliances run faster,It reduces electricity bills,It prevents damage to equipment,It increases power generation,C,
theory,I,Instrument Mechanic,2026-04,20) Uses of Multimeter.,383,"To measure the voltage of a car battery, the multimeter selector switch should be set to:",,AC Voltage,DC Voltage,Resistance,Continuity,B,
theory,I,Instrument Mechanic,2026-04,20) Uses of Multimeter.,384,"While checking for a ""blown fuse"" using a multimeter, which setting is most efficient?",,High Voltage,Amperage,Continuity (Beep),Capacitance,C,
theory,I,Instrument Mechanic,2026-04,20) Uses of Multimeter.,385,"When measuring the resistance of a component, the circuit power must be:",,Turned ON,Turned OFF,Set to maximum,Fluctuating,B,
theory,I,Instrument Mechanic,2026-04,20) Uses of Multimeter.,386,"To measure current (Amps) in a circuit, the multimeter probes must be connected in:",,Series,Parallel,Randomly,Outside the circuit,A,
theory,I,Instrument Mechanic,2026-04,20) Uses of Multimeter.,387,"What does the ""OL"" display usually mean on a digital multimeter during a resistance test?",,Only Low,Output Limit,Battery Low,Over-Load (Infinite resistance/Open circuit),D,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",388,What is the unit of electrical resistance?,,Ampere,Volt,Ohm,Watt,C,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",389,"If the length of a conductor is increased, its resistance will:",,Decrease,Increase,Stay the same,Become zero,B,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",390,Which material has the lowest resistivity (best conductor)?,,Glass,Rubber,Copper,Carbon,C,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",391,"In a 4-band resistor, what does the fourth band represent?",,First digit,Multiplier,Wattage,Tolerance,D,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",392,"According to the color code, what number does the color 'Black' represent in the first band?",,0,1,5,9,A,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",393,"A resistor has bands: Red, Red, Brown, Gold. What is its value?",,22 OHM+ - 5%,20 OHM+ - 5%,2200 OHM+ - 10%,2.2 K.OHM+ - 5%,B,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",394,Which type of resistor is most suitable for high-power applications?,,Metal Film,Carbon Composition,Wire Wound,Surface Mount,C,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",395,LDR (Light Dependent Resistor) is a type of:,,Fixed resistor,Non-linear/Variable resistor,Wire-wound resistor,Power resistor,B,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",396,What happens to the resistance of a conductor if its cross-sectional area is doubled?,,Resistance is halved,Resistance doubles,Resistance remains unchanged,Resistance quadruples,A,
theory,I,Instrument Mechanic,2026-04,"21) Resistor, Resistivity and color code, Types of resistors used in instrumentation.",397,"""Tolerance"" in a resistor indicates:",,The maximum temperature it can handle,The variation/error range from the rated value,The physical size,The color of the body,B,
theory,I,Instrument Mechanic,2026-04,22) Definition and purpose of soldering and disordering. Soft soldering. Types of soldering irons. Solder & flux. Care & precaution of soldering. De-soldering tools and method of use.,398,What is the primary purpose of Flux in soldering?,,To make the solder dry faster,To increase the melting point of the solder,To remove oxide films from the joint surface,To change the color of the metal,C,
